"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"RHOH"	"Q15669"	0.233984207474828	7.86569338721358e-08	4.61121643101557e-09	1.22017547232261e-06	5.03845226803716e-05	1.17938910417619e-12	1.50030869562636e-13	1.27161656577981e-05	8.75762137797497e-12	1.44068021148306e-10	0.278039214649592	0.0281069888725504	0.017357051528623	0.000878006009626333	0.163431354631892	0.852	0.00298	0.00298	0.235	0.58	2.96e-05	3.85e-14	0.0115	0.015	0.0159	0.92	0.844	0.901	0.861	0.808	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.541	3.28	3.82	2.79	2.15	5.67	6.21	2.39	5.18	4.54	0.492	1.03	1.13	1.67	0.637	-1.67	-2.21	1.61	4	-1.18	-0.544
"RRAS2"	"P62070"	0.519978839757596	1.9795001057707e-08	9.31238474868399e-08	0.0145089166555013	0.0439755576341624	1.52304921785238e-08	7.09681223034044e-08	0.911063993390324	0.0111644682105637	0.0346118505114542	1.34375136182234e-05	7.44170320532262e-05	3.64255683956826e-06	1.98618760756043e-05	0.619292293498842	0.895	0.000939	0.0205	0.851	0.873	0.0297	0.000209	0.92	0.874	0.922	0.707	0.677	0.737	0.76	0.902	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.326	3.99	3.66	1.31	1.06	4.04	3.72	0.0563	1.37	1.11	2.68	2.35	2.93	2.6	0.251	-2.33	-2	1.66	1.72	0.35	0.602
"RRM1"	"P23921"	0.523682190587106	5.49767291589985e-07	2.83404552867818e-06	0.00780515849346052	0.0189917186093851	8.18381796643799e-08	3.98646650338662e-07	0.445223983589325	0.00113792507039783	0.00298753918549143	0.000974643573231016	0.00494090297409431	0.000362457223593735	0.00191136438535201	0.705544557998306	0.895	0.0124	0.102	0.83	0.851	0.0599	0.00129	0.88	0.816	0.871	0.831	0.806	0.847	0.875	0.909	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.122	1.25	1.13	0.545	0.473	1.39	1.27	0.146	0.691	0.619	0.703	0.58	0.775	0.653	0.0721	-0.707	-0.585	0.541	0.687	-0.00417	0.068
"RTN3"	"O95197"	0.0692071783450956	3.75231334429204e-08	4.14694163969097e-06	0.852664673916067	0.851363477939503	4.40707223175667e-08	4.94116784952146e-06	0.946449603743958	0.905594334418343	0.799147702078602	5.86317235294795e-08	6.73896573030937e-06	2.40297732649663e-08	2.5482293317886e-06	0.709360175052953	0.765	0.00159	0.118	0.946	0.933	0.0469	0.0111	0.922	0.945	0.962	0.425	0.57	0.515	0.676	0.909	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1.31	5.34	4.02	0.13	-0.131	5.29	3.98	-0.047	0.0829	-0.178	5.21	3.89	5.47	4.16	0.261	-3.77	-2.46	1.57	1.52	1.44	1.7
"RTN4"	"Q9NQC3"	0.140659619949719	1.31101292908698e-10	6.85113050221133e-12	4.35562442446652e-09	2.17031745677427e-09	3.12937767629487e-09	1.23717253843606e-10	0.147956207136021	1.77351071501569e-10	9.38402075887455e-11	1.23991716222779e-16	1.90945484906015e-17	8.34300394802609e-17	1.3185086661087e-17	0.756518272704521	0.819	4.06e-06	6.64e-06	0.0329	0.0632	0.0138	1.91e-08	0.792	0.0567	0.013	0.000186	1.47e-05	0.00119	8.23e-06	0.912	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.329	2.23	2.56	-1.87	-1.94	1.91	2.23	-0.323	-2.2	-2.26	4.1	4.43	4.17	4.5	0.0679	-2.01	-2.34	0.216	-0.107	2.09	2.16
"SCAMP1"	"O15126"	0.0487433503553873	3.84177583745876e-11	2.8750280244411e-09	1.816309599502e-06	3.08546603108094e-05	9.37586140804791e-11	7.90068245969838e-09	0.656804429593539	5.82630470171786e-07	9.51932672872176e-06	1.54394740670504e-15	3.23008261861924e-14	7.37716555490683e-15	1.84753395971088e-13	0.285109151750735	0.734	7.13e-07	0.00213	0.258	0.546	0.00151	1.34e-05	0.903	0.407	0.588	0.000956	0.00366	0.0125	0.00962	0.853	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.938	4.94	4	-2.78	-2.29	4.74	3.8	-0.204	-2.99	-2.49	7.72	6.79	7.23	6.29	-0.495	-4.26	-3.32	0.68	0.476	3.46	2.97
"SCAMP2"	"O15127"	0.0209320531876392	4.51484630532568e-10	1.19684669509783e-07	4.73410705792992e-09	4.96292855158459e-10	3.45561838433813e-10	8.79293847561196e-08	0.899643482679555	6.31068086453539e-09	6.50242189008838e-10	2.81552359839294e-16	8.67264770790329e-15	7.48708933182817e-17	1.94988540488398e-15	0.310581361110679	0.647	1.89e-05	0.0234	0.0343	0.034	0.00389	0.000265	0.919	0.164	0.0336	0.000343	0.00168	0.00113	0.00063	0.859	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.703	2.77	2.06	-2.46	-2.76	2.8	2.1	0.0364	-2.42	-2.72	5.23	4.52	5.52	4.82	0.296	-2.84	-2.13	-0.0697	-0.0333	2.39	2.69
"SCAMP3"	"O14828"	0.1091694062617	1.20204891700547e-12	2.549159536481e-11	3.19545973893815e-13	2.9584039836017e-13	9.5740325540256e-13	1.98335074333833e-11	0.897308572117094	3.9792357719484e-13	3.68193836117587e-13	3.84416597321274e-20	1.93625934006566e-19	3.68058260227289e-20	1.84885955534446e-19	0.963641540629978	0.801	1.77e-09	3.31e-05	3.14e-05	0.000438	2.43e-05	4.78e-10	0.919	0.00253	0.000319	9.8e-09	4.73e-08	5.8e-07	3.3e-08	0.924	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.288	2.22	1.93	-2.35	-2.36	2.24	1.95	0.0226	-2.33	-2.34	4.57	4.28	4.58	4.29	0.00799	-2.31	-2.03	-0.0979	-0.0752	2.25	2.26
"SCP2"	"P22307"	0.0877938278208113	1.1159433629961e-15	1.43972270481017e-14	7.22261337266034e-12	1.12933289350037e-12	2.88099043044648e-15	4.06963073912791e-14	0.504525749692243	2.60578638269309e-11	3.777061636382e-12	9.51965035591358e-06	0.00098528639951542	0.000141704842999388	0.0124507484535397	0.31281275799873	0.784	4.87e-14	3.31e-10	0.00053	0.00107	6.5e-09	3.85e-14	0.888	0.0265	0.00183	0.693	0.764	0.83	0.903	0.859	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.247	2.41	2.16	1.64	1.78	2.31	2.06	-0.0944	1.55	1.69	0.765	0.518	0.622	0.375	-0.144	-1.06	-0.812	1.35	1.25	-0.293	-0.437
"SDHC"	"Q99643"	0.00490600383733067	4.19490890576024e-06	0.0112674853305077	8.87810674118743e-05	4.94379087716767e-06	4.01896764740252e-07	0.00115601610605132	0.363888252147287	0.000988803892504073	5.53471971091848e-05	9.38548393680605e-11	8.41958740063879e-08	1.09464607086493e-11	6.36674433977062e-09	0.279786409934404	0.475	0.042	0.724	0.57	0.411	0.111	0.232	0.866	0.811	0.707	0.131	0.358	0.156	0.304	0.851	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.692	1.31	0.614	-1.04	-1.29	1.51	0.821	0.208	-0.835	-1.08	2.35	1.66	2.6	1.9	0.248	-1.41	-0.717	-0.104	0.104	0.939	1.19
"SEC23B"	"Q15437"	0.357299005272137	5.20992051577629e-12	9.74394113414625e-13	0.000220130699949748	7.32450303499328e-06	6.29254369457568e-11	1.02837344837191e-11	0.204021680261443	0.00605829877834281	0.000223041138318227	4.24062426482767e-08	4.85566589583066e-09	1.02613535316071e-06	1.00721342321944e-07	0.205713475416807	0.876	2.93e-08	4.99e-07	0.638	0.441	0.00113	1.12e-10	0.822	0.86	0.78	0.405	0.236	0.693	0.491	0.827	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.134	1.71	1.84	0.614	0.8	1.52	1.66	-0.186	0.428	0.614	1.1	1.23	0.91	1.04	-0.186	-0.851	-0.985	0.859	0.673	0.245	0.059
"SEC61B"	"P60468"	0.759645204885406	2.3552644893483e-08	4.88814282577314e-08	3.0406239494277e-05	7.60276681077674e-06	1.05819005795824e-05	2.3752729208029e-05	0.0211572570635851	6.11991258839764e-08	1.75121371486464e-08	8.69429953210267e-13	1.49331034520301e-12	3.51455420373432e-13	5.93959161234807e-13	0.600390426341329	0.912	0.00108	0.0141	0.48	0.443	0.273	0.0319	0.539	0.275	0.118	0.028	0.0232	0.0602	0.0172	0.9	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0416	1.06	1.02	-0.678	-0.75	0.732	0.691	-0.33	-1.01	-1.08	1.74	1.7	1.81	1.77	0.0713	-0.898	-0.857	0.164	-0.166	0.842	0.914
"SEC62"	"Q99442"	0.74091554520947	2.3632940998345e-06	5.59095532223711e-06	1.37928905092096e-08	9.07219619660607e-09	0.000492745161744875	0.0011665787252739	0.0511563502230872	1.60875679193228e-10	1.11055980448459e-10	1.13897396057322e-13	1.9666895812563e-13	8.49162540474614e-14	1.45825425018716e-13	0.856810721985869	0.911	0.0304	0.132	0.0551	0.103	0.544	0.233	0.668	0.0549	0.0141	0.0114	0.00906	0.0361	0.00861	0.918	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0916	1.65	1.56	-2.23	-2.28	1.09	1	-0.561	-2.79	-2.84	3.88	3.79	3.93	3.84	0.05	-1.78	-1.68	-0.123	-0.683	2.11	2.16
"SELK"	"Q9Y6D0"	0.376105470650402	2.41972700728231e-10	1.64362556224768e-09	0.590821222870433	0.476434703069599	1.09619410395179e-09	8.09851831519751e-09	0.481468334008538	0.219413996460682	0.162782450611125	7.98807720067824e-11	5.09840894710714e-10	5.60221234615383e-11	3.50497119085944e-10	0.85999018424858	0.879	9.03e-06	0.00142	0.939	0.922	0.00791	1.39e-05	0.885	0.925	0.944	0.126	0.147	0.218	0.159	0.919	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.401	4.44	4.04	-0.242	-0.322	4.13	3.72	-0.318	-0.56	-0.64	4.69	4.28	4.76	4.36	0.0793	-3.07	-2.67	1.37	1.06	1.62	1.69
"SFT2D2"	"O95562"	0.00293172074662771	3.8300913515377e-08	0.000160922214353108	2.23666900471674e-05	1.98841353023439e-07	2.06477266488387e-08	8.06647981871466e-05	0.794781674297866	4.45909609612335e-05	3.80597958643738e-07	1.01566643395629e-12	5.65485512265135e-10	4.74177715108256e-14	1.37666935794133e-11	0.0755264205362289	0.419	0.00161	0.351	0.453	0.227	0.0341	0.0656	0.913	0.685	0.316	0.0299	0.15	0.0286	0.0643	0.728	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	1.26	2.94	1.69	-1.97	-2.68	3.04	1.79	0.1	-1.87	-2.58	4.92	3.66	5.62	4.37	0.708	-2.96	-1.71	-0.0211	0.0794	1.95	2.66
"SIGMAR1"	"Q99720"	0.979381218624447	1.49913051223496e-10	1.58118718694106e-10	0.00165189614889793	0.00134557085371078	2.02014709981029e-06	2.15957290177482e-06	0.000343058341889728	4.42666435597938e-08	3.65595233427997e-08	2.32835588255609e-13	2.43145054970998e-13	2.03726782357849e-13	2.12705847286566e-13	0.936315920917596	0.923	4.86e-06	0.000219	0.761	0.76	0.183	0.00566	0.102	0.256	0.153	0.0154	0.00993	0.0502	0.0102	0.923	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0102	4	3.99	-1.37	-1.41	2.38	2.37	-1.61	-2.99	-3.02	5.37	5.36	5.4	5.39	0.0316	-2.86	-2.85	1.14	-0.478	2.51	2.54
"SIT1"	"Q9Y3P8"	0.00348381166617789	3.80471422862734e-06	0.0142590903118709	7.03939351157807e-06	1.7410952068512e-08	5.3326985222131e-07	0.00219407526535809	0.446484952949312	5.32282958311778e-05	1.09166812483216e-07	1.31841835785707e-11	1.09514097081386e-08	1.81588709341264e-13	6.08279712964237e-11	0.02248143898288	0.438	0.0399	0.739	0.352	0.125	0.122	0.301	0.88	0.694	0.218	0.0751	0.271	0.0482	0.102	0.565	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	0.751	1.36	0.614	-1.31	-1.88	1.54	0.794	0.18	-1.13	-1.69	2.67	1.92	3.24	2.49	0.567	-1.6	-0.845	-0.231	-0.0507	1.08	1.64
"SLC1A5"	"Q15758"	0.000679039737184881	8.29561514495672e-07	1.25408205455533e-10	3.91090755170249e-06	0.225355981886614	0.328619629936827	5.01288447541473e-05	1.06972809478969e-05	1.82735232198645e-11	4.47250220635531e-07	2.87460137221503e-12	5.50917771849228e-15	3.9664092415874e-08	1.10554759427478e-11	0.000100569067321807	0.271	0.0162	0.000176	0.31	0.908	0.882	0.0497	0.0101	0.0223	0.33	0.0453	0.00125	0.543	0.0594	0.0549	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	-1.01	1.68	2.69	-1.52	-0.324	0.26	1.27	-1.42	-2.94	-1.75	3.2	4.21	2.01	3.01	-1.2	-1.02	-2.03	0.657	-0.764	2.18	0.982
"SLC30A1"	"Q9Y6M5"	0.569181462304578	7.46952892996515e-07	1.78396973399247e-07	0.17793778516004	0.60475494875912	4.63232487681918e-06	1.05920730820571e-06	0.481006399907719	0.0456711172852295	0.226494045853489	2.56757369762749e-08	6.78502368797109e-09	2.02981365092269e-07	5.02908761965384e-08	0.397198211880554	0.899	0.0151	0.0287	0.916	0.927	0.224	0.00314	0.885	0.9	0.948	0.373	0.25	0.625	0.445	0.875	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.194	2.19	2.38	-0.467	-0.177	1.94	2.14	-0.241	-0.708	-0.418	2.65	2.85	2.36	2.56	-0.29	-1.49	-1.69	0.694	0.453	1.16	0.87
"SLC44A1"	"Q8WWI5"	0.863011308223124	5.26547369124689e-17	4.24976183172001e-17	8.93060722788829e-07	2.2567186728318e-10	9.04246107649277e-18	7.39590572475359e-18	0.152609591083786	4.04038250420529e-05	5.44819243389745e-09	5.0520808718399e-20	4.27954248788353e-20	1.98398431323647e-21	1.71275985383616e-21	0.00131620804790095	0.917	4.87e-14	8.42e-14	0.217	0.0236	8.33e-14	3.85e-14	0.795	0.68	0.0781	1.07e-08	3.91e-09	8.59e-09	2.86e-12	0.2	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.0423	4.76	4.8	-1.56	-2.43	5.12	5.16	0.358	-1.2	-2.07	6.32	6.36	7.19	7.23	0.875	-3.89	-3.93	0.869	1.23	2.43	3.3
"SLC44A2"	"Q8IWA5"	0.695212634342766	3.06961811021166e-07	8.26020081509266e-07	0.000107198539501901	5.28796193470962e-05	1.06108993944297e-05	2.99245488115644e-05	0.176250622823604	2.84158220848489e-06	1.4297269749112e-06	1.43394611144624e-11	3.0699625616939e-11	8.64417083873263e-12	1.82826205800964e-11	0.790271501839996	0.908	0.00831	0.0587	0.585	0.583	0.273	0.0361	0.808	0.518	0.43	0.077	0.0697	0.148	0.0709	0.914	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.205	3.54	3.33	-2.36	-2.5	2.82	2.61	-0.719	-3.08	-3.22	5.9	5.69	6.04	5.83	0.139	-3.08	-2.88	0.454	-0.265	2.82	2.95
"SMIM12"	"Q96EX1"	0.0327005155354153	2.68107509066198e-10	4.04718653130827e-08	9.58725054348766e-05	1.6283959110033e-05	2.55601720906554e-09	5.25713730939229e-07	0.302564068041274	6.10138164610231e-06	1.0806613255012e-06	6.21977634481279e-14	2.82483973215124e-12	2.17315851757775e-14	8.5669801162622e-13	0.505598879644062	0.695	1.02e-05	0.0126	0.576	0.5	0.0125	0.00168	0.853	0.569	0.406	0.00852	0.0299	0.0207	0.0206	0.89	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.833	3.67	2.83	-1.7	-1.95	3.28	2.44	-0.388	-2.09	-2.34	5.37	4.53	5.62	4.78	0.249	-3.13	-2.29	0.539	0.151	2.24	2.49
"SMIM13"	"P0DJ93"	0.240601207868245	7.66336018329752e-12	7.78282022607408e-11	0.00267652034516275	0.60045665490203	1.17875645205351e-06	2.63340197272222e-05	1.09319337927538e-05	3.34101830250151e-09	2.77017245969322e-06	2.75702335299382e-14	1.86953475805082e-13	2.90041728457537e-12	2.73981956924214e-11	0.00973422119275601	0.854	5.78e-08	0.00011	0.785	0.927	0.156	0.0338	0.0103	0.139	0.487	0.00543	0.00885	0.112	0.0807	0.434	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.409	4	3.59	-1.13	-0.181	2.15	1.74	-1.85	-2.99	-2.03	5.13	4.72	4.18	3.77	-0.951	-2.65	-2.24	1.36	-0.498	2.49	1.54
"SNAP23"	"O00161"	0.524878112052952	6.28176631207066e-09	1.49932162287118e-09	0.0410547135465808	0.818796852726194	5.51347762546728e-05	1.01819983258045e-05	0.00114287742992956	4.16996035646155e-06	0.00205726447044599	6.50186750411805e-11	1.84815895497421e-11	1.06489945300397e-08	2.49199447432595e-09	0.0248845259456406	0.895	0.000321	0.00133	0.882	0.932	0.373	0.0188	0.185	0.544	0.861	0.119	0.06	0.469	0.243	0.58	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.128	1.69	1.82	-0.428	0.0461	0.959	1.09	-0.728	-1.16	-0.682	2.12	2.24	1.64	1.77	-0.474	-1.05	-1.17	0.642	-0.0865	1.07	0.595
"STT3B"	"Q8TCJ2"	0.0887769184542901	2.84476294497003e-07	2.63279913529821e-05	1.08614426054358e-09	2.00602929163704e-10	6.40749422523144e-07	6.19971348053523e-05	0.747076786615259	5.40767400930347e-10	1.03237757732793e-10	5.46306661008228e-15	8.13927675115811e-14	1.74034880152592e-15	2.32130215369166e-14	0.430525397043342	0.785	0.00786	0.225	0.0154	0.0224	0.129	0.0564	0.91	0.0787	0.0136	0.00211	0.00584	0.0061	0.00301	0.881	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.365	1.42	1.05	-1.92	-2.08	1.35	0.987	-0.0674	-1.98	-2.15	3.34	2.97	3.5	3.14	0.165	-1.66	-1.3	-0.243	-0.31	1.67	1.84
"STX11"	"O75558"	0.855206890219526	8.26629401700203e-11	5.72489138690171e-11	1.15591891249818e-06	0.00380507733482449	2.37802669688874e-08	1.54790399529708e-08	0.0149349436353337	2.34891587972313e-09	4.39391455284378e-06	2.06963262093775e-15	1.59832459392656e-15	2.48398675990584e-13	1.83123795981428e-13	0.00430997430652525	0.917	2.17e-06	8.1e-05	0.232	0.8	0.0363	3.18e-05	0.483	0.126	0.526	0.00114	0.000569	0.0538	0.00958	0.326	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.0588	3.35	3.41	-2.01	-1.01	2.52	2.58	-0.832	-2.85	-1.85	5.37	5.42	4.37	4.43	-0.999	-2.59	-2.65	0.761	-0.0707	2.77	1.78
"STX8"	"Q9UNK0"	0.726408036177248	1.64043141774662e-06	6.70252631253487e-07	0.000184958594850917	0.00273168845915023	6.99545250847674e-05	2.76117287327047e-05	0.161075338882119	4.23894548047006e-06	6.51535808989042e-05	7.88863482277436e-11	3.91559743026473e-11	6.84866219552323e-10	3.24675201602876e-10	0.305324103112319	0.91	0.0243	0.0539	0.626	0.788	0.387	0.0346	0.8	0.545	0.717	0.125	0.0744	0.32	0.157	0.858	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.139	2.43	2.57	-1.72	-1.31	1.86	2	-0.568	-2.29	-1.87	4.15	4.29	3.74	3.88	-0.412	-2.01	-2.15	0.425	-0.144	2.14	1.73
"SYNGR2"	"O43760"	0.945543913784377	3.05060030435086e-06	3.64319172399275e-06	6.36811712290006e-10	4.58792497845926e-10	2.3665447849554e-05	2.83587854383652e-05	0.437842410095958	1.23806007242456e-10	9.05744910512249e-11	1.52322112533933e-14	1.69082906194914e-14	1.20675771711756e-14	1.33841192576487e-14	0.878201159274763	0.921	0.0353	0.112	0.0112	0.0328	0.321	0.0351	0.879	0.0499	0.0127	0.00383	0.00249	0.0157	0.00223	0.92	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0139	1.2	1.18	-1.92	-1.96	1.04	1.03	-0.159	-2.08	-2.12	3.12	3.11	3.15	3.14	0.0313	-1.42	-1.41	-0.223	-0.382	1.7	1.73
"TAP1"	"Q03518"	0.014964439278965	6.30536172246137e-09	3.56577288829014e-06	0.00104411145185419	2.31189938196101e-05	6.18177309368448e-09	3.48639581822223e-06	0.993093584964752	0.00106776240644882	2.36548694754626e-05	3.47408715856151e-12	5.81655121290103e-10	2.75100582605137e-13	3.01026705876095e-11	0.15702236249771	0.609	0.000322	0.111	0.737	0.526	0.0192	0.00844	0.924	0.814	0.653	0.0486	0.151	0.0556	0.083	0.804	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.539	1.75	1.21	-0.764	-1.07	1.76	1.22	0.00181	-0.762	-1.06	2.52	1.98	2.82	2.28	0.301	-1.56	-1.02	0.189	0.191	0.953	1.25
"TECR"	"Q9NZ01"	0.00103473655354109	3.18429233947588e-07	0.00433556424095773	9.96199739794699e-09	4.78124533839917e-11	1.74375997164935e-07	0.00236246654962771	0.808770550329979	1.75168417109038e-08	7.76975847947992e-11	2.59766178283264e-14	1.44252560586406e-11	6.95172346600771e-16	1.72004477677962e-13	0.0187648559320138	0.309	0.00853	0.654	0.0478	0.0108	0.0814	0.311	0.914	0.204	0.0118	0.00524	0.0554	0.00411	0.00931	0.537	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.622	1.15	0.526	-1.39	-1.81	1.19	0.567	0.0411	-1.35	-1.77	2.54	1.92	2.96	2.34	0.422	-1.41	-0.788	-0.262	-0.221	1.13	1.55
