"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"MT-CYB"	"P00156"	0.0564077179113082	7.48922798410338e-14	2.18611154581285e-12	0.000102380678717146	2.67680167459466e-05	2.32021968732858e-14	5.89764982714964e-13	0.46057497983223	0.000724144820280439	0.00019161696115648	1.10761899062153e-16	1.57799395021313e-15	5.84127291127022e-17	7.81157363393173e-16	0.614110478308649	0.747	4.05e-12	1.5e-06	0.581	0.536	1.88e-07	7.1e-14	0.882	0.801	0.773	0.00017	0.000565	0.000982	0.000362	0.901	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.569	4.11	3.54	-1.31	-1.45	4.32	3.75	0.213	-1.09	-1.24	5.41	4.84	5.56	4.99	0.145	-3.33	-2.76	0.779	0.992	2.08	2.23
"MTCH2"	"Q9Y6C9"	0.01200738962499	1.01701962804973e-06	0.00114262727146747	0.00245795358907813	6.20463552732403e-05	9.6355916963016e-08	9.57290135175103e-05	0.349889253784155	0.023693212856219	0.000747975101694679	4.20325619297665e-10	1.9931402176024e-07	2.40719825647232e-11	6.95402411682127e-09	0.167782576738363	0.582	0.0183	0.539	0.781	0.594	0.0642	0.0721	0.864	0.889	0.828	0.185	0.394	0.186	0.309	0.81	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.643	1.51	0.871	-0.799	-1.14	1.74	1.1	0.227	-0.572	-0.91	2.31	1.67	2.65	2.01	0.338	-1.48	-0.834	0.0371	0.264	0.836	1.17
"NAP1L1"	"P55209"	0.0900770552124641	1.42829925083475e-13	9.21652466042151e-15	5.69301072008186e-16	2.80792924323342e-16	9.86745545451436e-14	6.58243204232432e-15	0.821385981764204	4.19589831670528e-16	2.08531675961472e-16	0.000947268195595747	0.0595826508039381	0.000237892088370844	0.0189971136605994	0.599188947394124	0.786	1.88e-11	1.3e-10	2.54e-09	1.12e-07	1.46e-06	3.85e-14	0.915	5.13e-06	2.02e-08	0.831	0.858	0.84	0.909	0.9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.426	3.39	3.82	4.3	4.43	3.45	3.87	0.0552	4.35	4.48	-0.903	-0.477	-1.03	-0.606	-0.129	-0.747	-1.17	2.65	2.7	-1.65	-1.78
"NAP1L4"	"Q99733"	0.187797806015701	5.23674429408312e-09	1.24796807884423e-07	6.37736949731888e-11	1.73507291724018e-09	1.59739075396602e-13	1.59811265264291e-12	1.21262520384455e-05	6.37078527121084e-15	7.15340477475196e-14	0.0476202504174895	0.00202769072732519	0.623237173731299	0.0757740570486599	0.125683460582878	0.839	0.000272	0.0239	0.00302	0.0579	2.83e-06	1.15e-12	0.0111	8.29e-05	6.44e-05	0.897	0.784	0.937	0.925	0.783	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.301	1.9	1.6	2.36	2.01	3.1	2.8	1.2	3.56	3.21	-0.462	-0.763	-0.11	-0.411	0.352	-0.788	-0.488	1.11	2.31	-1.25	-0.899
"NDUFB1"	"O75438"	1.28626464571214e-05	1.28103270269602e-06	0.379248864888123	0.6599500234995	0.190569716976838	3.11949463408887e-07	0.156970110628315	0.57819092893942	0.906947664468814	0.44184336262317	4.18210899741338e-07	0.192013553460803	4.67985352930352e-08	0.0340172227579583	0.376885494696169	0.0543	0.021	0.894	0.941	0.905	0.101	0.814	0.896	0.945	0.955	0.543	0.88	0.552	0.916	0.872	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2.24	2.61	0.373	-0.185	-0.56	2.85	0.607	0.235	0.0492	-0.325	2.8	0.558	3.17	0.933	0.375	-2.28	-0.0386	0.334	0.569	0.52	0.894
"NDUFB3"	"O43676"	0.039985445494027	3.20603196815941e-06	0.000908399856098559	2.47820353823738e-05	2.42996034656533e-06	1.36136827722613e-07	3.37102855111174e-05	0.219081454981877	0.000671456243093473	6.47205552496992e-05	2.92486333146772e-11	2.60005512297283e-09	5.39485676106501e-12	3.7863116719695e-10	0.379453570067925	0.715	0.0363	0.517	0.462	0.361	0.074	0.0389	0.828	0.799	0.716	0.0944	0.211	0.131	0.162	0.873	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.416	1.14	0.72	-0.984	-1.16	1.38	0.962	0.242	-0.743	-0.914	2.12	1.7	2.29	1.88	0.172	-1.22	-0.808	-0.0879	0.154	0.897	1.07
"NDUFB8"	"O95169"	0.00112890273984314	1.40456184558098e-08	0.00014072305400163	0.0182307065419696	0.000561664510562232	1.20841297152604e-09	7.96319787743721e-06	0.283447326742751	0.165976021967788	0.00871173036744088	6.26412876264951e-11	2.14473388892038e-07	4.24039471167283e-12	7.54455329105504e-09	0.169523527235088	0.317	0.000695	0.341	0.859	0.72	0.00834	0.0158	0.848	0.921	0.896	0.118	0.397	0.123	0.315	0.811	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.898	1.99	1.09	-0.618	-0.965	2.26	1.36	0.269	-0.35	-0.696	2.61	1.71	2.96	2.06	0.347	-1.79	-0.889	0.206	0.475	0.824	1.17
"NRAS"	"P01111"	0.366264078103886	2.75594964579925e-12	1.51154543103868e-11	4.95944535083156e-05	3.79515412135981e-06	2.25199725038809e-13	1.07638185738217e-12	0.159151515531497	1.15596607334863e-06	1.00570050578349e-07	7.12423691075227e-08	6.83367630906829e-07	8.05377725000864e-07	8.51033775814054e-06	0.333788770913769	0.877	9.18e-09	1.78e-05	0.522	0.391	4.43e-06	4.39e-13	0.799	0.453	0.212	0.437	0.45	0.683	0.728	0.864	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.465	6.22	5.75	2.46	2.95	6.95	6.48	0.733	3.19	3.69	3.76	3.29	3.26	2.8	-0.498	-3.44	-2.98	2.77	3.51	0.318	-0.18
"NRM"	"Q8IXM6"	0.363216466874273	2.44486564281466e-08	2.26055412454849e-07	8.08419137024648e-08	8.12627207354542e-09	7.54253838699536e-09	6.56109640739457e-08	0.614951432911296	2.80065396482416e-07	2.63988906030676e-08	1.99075119449069e-14	8.4623746708299e-14	4.63960293037259e-15	1.83317978497123e-14	0.336293692514116	0.877	0.00112	0.0323	0.108	0.0993	0.0209	0.000191	0.899	0.365	0.137	0.00448	0.00595	0.0102	0.00267	0.864	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.352	3	2.64	-2.81	-3.18	3.19	2.84	0.193	-2.61	-2.98	5.8	5.45	6.17	5.82	0.372	-3.09	-2.73	-0.0891	0.104	2.72	3.09
"OCIAD1"	"Q9NX40"	0.55921567234328	4.40705184688737e-12	1.32530727971881e-11	0.11847089373602	0.0125520502563609	2.91608633740586e-12	8.64103964044274e-12	0.821921429875152	0.0769420904988168	0.00733611127933427	9.7840208032428e-11	3.29303033877822e-10	9.04413884333841e-10	3.3012058940274e-09	0.295193646159895	0.898	2.18e-08	1.53e-05	0.908	0.839	7.38e-05	7.73e-11	0.915	0.909	0.893	0.132	0.133	0.331	0.261	0.855	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0684	1.39	1.32	0.187	0.31	1.42	1.35	0.0263	0.213	0.337	1.21	1.14	1.08	1.01	-0.124	-0.861	-0.793	0.531	0.558	0.345	0.221
"PCBP1"	"Q15365"	0.362090389276953	6.22194715837847e-10	4.7356993549833e-09	9.99450797904939e-10	1.72067423653902e-09	2.09583470551937e-10	1.49836049256079e-09	0.607695373226066	3.31742813697595e-10	5.61610502758653e-10	0.826565738642475	0.486209637052294	0.641263775826188	0.651941507185436	0.804467084314121	0.877	2.69e-05	0.00303	0.0147	0.0578	0.00276	1.2e-06	0.899	0.0691	0.0314	0.934	0.896	0.938	0.947	0.915	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.152	1.57	1.41	1.53	1.49	1.65	1.5	0.0854	1.61	1.57	0.0364	-0.116	0.0774	-0.075	0.0411	-0.581	-0.428	0.985	1.07	-0.544	-0.503
"PEX19"	"P40855"	0.141891197598321	7.23989880058549e-16	9.96090068076564e-17	1.40480168044086e-16	2.71805837215523e-17	5.84035141707472e-18	1.09556962041831e-18	0.000646218137766951	1.4659562351136e-18	3.63051827516632e-19	0.224423328410884	0.788965775248055	0.0163922730391423	0.302295651210173	0.197439365811773	0.82	4.87e-14	8.42e-14	1.79e-10	2.05e-09	8.33e-14	3.85e-14	0.142	5.68e-10	1.61e-13	0.917	0.905	0.9	0.939	0.824	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.306	3.55	3.86	3.8	4.07	4.34	4.64	0.784	4.59	4.86	-0.252	0.0547	-0.519	-0.213	-0.267	-1.14	-1.44	2.42	3.2	-1.39	-1.65
"PHKB"	"Q93100"	0.0263976283434085	5.35037619299975e-07	0.000239600343812663	9.17099606532669e-05	1.34306100999662e-05	6.68577021795454e-09	1.99513093493901e-06	0.0780593934493732	7.8844769243689e-07	1.28679404678836e-07	0.0573495518312774	0.71744824467668	0.219807217430256	0.28243092345009	0.470796857663899	0.673	0.0122	0.389	0.572	0.486	0.0199	0.0053	0.722	0.427	0.23	0.9	0.904	0.927	0.939	0.886	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.832	2.34	1.5	1.63	1.89	2.98	2.15	0.648	2.28	2.54	0.703	-0.129	0.444	-0.388	-0.258	-1.22	-0.385	1.12	1.77	-0.514	-0.772
"PLSCR3"	"Q9NRY6"	0.411886921058137	3.35888816645528e-08	2.5162275247467e-07	0.0216522567078823	0.000436310418775174	1.29531188335063e-08	9.28854465368855e-08	0.686471999306226	0.0520996823581124	0.00125059094987889	1.54958975407763e-10	8.89522930124351e-10	7.04736034524461e-12	3.44711520353396e-11	0.12472004095619	0.883	0.00145	0.0341	0.864	0.707	0.0274	0.000281	0.905	0.903	0.846	0.148	0.168	0.141	0.0864	0.782	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.312	2.9	2.59	-0.915	-1.51	3.06	2.74	0.153	-0.762	-1.36	3.82	3.51	4.41	4.1	0.594	-2.42	-2.1	0.486	0.639	1.4	2
"PPP1R16B"	"Q96T49"	0.217950840478415	1.07000986391286e-10	1.51640225499853e-09	1.17031063436436e-06	1.78500353919174e-08	1.32676029317688e-12	1.3293452629294e-11	0.0279751034265343	4.42254884132209e-09	1.13286190961953e-10	0.000389126403079586	0.00926963897784489	0.0262930603042338	0.283902973173428	0.09771986483822	0.848	3.07e-06	0.00134	0.233	0.126	3.29e-05	2e-10	0.582	0.15	0.0142	0.811	0.821	0.906	0.939	0.757	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.546	4.49	3.94	2.72	3.47	5.49	4.95	1.01	3.73	4.47	1.76	1.22	1.02	0.473	-0.743	-2.22	-1.67	2.27	3.28	-0.456	-1.2
"PRAF2"	"O60831"	0.595381795095616	5.76637209030655e-08	1.62496097973741e-08	0.00618637416879386	0.00645806503247679	2.84362308221377e-08	8.18406371383566e-09	0.76797135666466	0.0125509574202987	0.0130806383404441	8.28261454218001e-11	2.86831606892911e-11	8.58363421270969e-11	2.96916487762225e-11	0.985934904396363	0.901	0.0023	0.00718	0.821	0.819	0.0393	1.41e-05	0.911	0.876	0.905	0.127	0.0684	0.235	0.0827	0.925	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.325	4.55	4.87	-1.8	-1.79	4.73	5.05	0.18	-1.62	-1.61	6.35	6.67	6.34	6.66	-0.0108	-3.61	-3.93	0.941	1.12	2.74	2.73
"PRICKLE3"	"O43900"	0.00104485579006565	1.2360142493539e-07	3.78345571847563e-11	1.19165444983448e-11	7.07233289569412e-13	1.41601825419211e-09	1.05056445305043e-12	0.0634745529736903	3.7472660117262e-13	2.98723166557477e-14	0.000219478964316399	0.553013807913825	3.64678655878954e-06	0.0396070830842377	0.129407106764946	0.31	0.00424	5.21e-05	0.000805	0.000762	0.00911	4.12e-13	0.697	0.00245	2.59e-05	0.796	0.899	0.737	0.918	0.786	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.433	0.846	1.28	1.35	1.53	1.07	1.51	0.228	1.58	1.76	-0.504	-0.0705	-0.688	-0.254	-0.184	-0.0491	-0.483	0.797	1.02	-0.553	-0.737
"PTP4A1"	"Q93096"	0.697350388597187	1.12967679255312e-11	5.43082934701265e-12	4.23502652723358e-10	1.88730794047585e-11	7.78256420535792e-17	4.77692067999941e-17	3.3314284222984e-08	8.38858542434324e-16	1.09383172896147e-16	0.0804469447763261	0.0359694441860333	0.789177530443492	0.512933845330073	0.133457894126659	0.908	1.1e-07	4.93e-06	0.00907	0.00631	3.13e-12	3.85e-14	2.1e-05	1.09e-05	6.62e-09	0.904	0.849	0.94	0.945	0.789	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.113	3.32	3.43	2.79	3.24	5.55	5.66	2.23	5.03	5.47	0.524	0.637	0.0777	0.191	-0.446	-1.56	-1.67	1.76	3.99	-1.04	-1.48
"PTP4A2"	"Q12974"	0.165179374661007	1.07135581715539e-10	2.18272912866867e-09	1.28938476085381e-10	5.468381908889e-08	6.23187391797009e-13	8.00983245569833e-12	0.0103799815434247	7.29283829771155e-13	1.22658750193555e-10	0.927843522539978	0.192914303627053	0.00886340735764181	0.172470155828127	0.0109971951292446	0.83	3.08e-06	0.00173	0.0048	0.167	1.54e-05	6.53e-11	0.425	0.00371	0.0148	0.936	0.88	0.893	0.934	0.453	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.974	7.08	6.1	7.01	5.15	8.96	7.99	1.88	8.9	7.03	0.0623	-0.911	1.93	0.957	1.87	-3.17	-2.19	3.91	5.79	-3.11	-1.24
"PTRH2"	"Q9Y3E5"	0.00604125269319574	9.20081114024263e-07	8.38555726310538e-10	2.95719090541318e-08	0.00297847817484674	0.0026715725144641	1.14460596016155e-06	0.00489759727531887	3.91886357276006e-11	1.02724068806726e-06	1.06103939428199e-13	1.21703854447669e-15	4.54621724224129e-10	1.41958294295918e-12	0.00011869190320294	0.498	0.0173	0.000871	0.0761	0.791	0.664	0.00335	0.332	0.0318	0.401	0.011	0.000493	0.302	0.0258	0.0604	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.393	0.841	1.23	-1.03	-0.431	0.437	0.83	-0.404	-1.43	-0.835	1.87	2.26	1.27	1.66	-0.595	-0.671	-1.06	0.17	-0.234	1.2	0.601
"PVR"	"P15151"	0.850056331784724	1.22278835730138e-08	1.90308799224192e-08	7.5085423633916e-05	0.907598795144501	0.0359944465064914	0.0537108973415874	2.72166061615135e-06	5.90678729877531e-11	2.01574954392939e-06	9.67738020483834e-13	1.35160676011938e-12	9.34261751860833e-09	1.44973749465815e-08	0.000102190613324922	0.917	0.000612	0.00792	0.556	0.935	0.803	0.717	0.00301	0.0375	0.46	0.0293	0.0223	0.461	0.359	0.0554	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0615	2.64	2.58	-1.51	-0.0377	0.712	0.651	-1.92	-3.44	-1.96	4.15	4.09	2.67	2.61	-1.48	-1.71	-1.64	0.931	-0.994	2.45	0.968
"RALA"	"P11233"	0.265212589085318	1.4200754316844e-08	2.15145770530782e-07	3.27881523533076e-06	2.27520009579878e-07	3.30232895713644e-10	3.87457914753592e-09	0.0992905228229973	0.000286653887032578	1.78014584972123e-05	1.43033027872844e-13	9.7491324999181e-13	2.67006791684659e-14	1.63105622911823e-13	0.299592651980533	0.859	0.000702	0.0315	0.298	0.234	0.00378	5.05e-06	0.75	0.768	0.634	0.0125	0.0194	0.0227	0.00908	0.856	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.545	3.89	3.34	-2.83	-3.33	4.71	4.16	0.819	-2.01	-2.51	6.72	6.17	7.22	6.68	0.507	-3.85	-3.3	0.0425	0.861	2.87	3.38
"RALB"	"P11234"	0.250602987339421	5.07501957546858e-06	0.000109980606306301	8.91391368424755e-14	6.6586925020598e-15	4.45929413658011e-08	7.93807675217207e-07	0.0684711167067153	2.23588018198986e-12	1.25416464740241e-13	3.05631092297292e-17	1.3168678577576e-16	4.25060833303931e-18	1.65058927473836e-17	0.103069169296637	0.856	0.0463	0.324	6.56e-06	8.68e-06	0.0471	0.00245	0.706	0.00725	0.000112	5.06e-05	8.88e-05	0.000108	1.01e-05	0.763	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.415	2.03	1.61	-5.06	-5.66	2.7	2.28	0.672	-4.39	-4.99	7.09	6.67	7.68	7.27	0.597	-3.32	-2.9	-1.29	-0.62	3.77	4.37
"RAP2A"	"P10114"	0.91068731339202	1.82024843286139e-08	2.37113551543622e-08	9.11530020033918e-06	2.22960135681342e-07	5.24952268413897e-10	6.67739093457608e-10	0.122562007653916	1.60230435611834e-07	5.16375307882873e-09	0.0187712434557391	0.0241933292850301	0.305094119252541	0.359420038475175	0.155886109761256	0.919	0.000874	0.00913	0.375	0.233	0.00511	3.42e-07	0.773	0.333	0.0769	0.884	0.841	0.93	0.941	0.803	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0537	3.8	3.75	2.61	3.31	4.56	4.51	0.758	3.37	4.06	1.19	1.14	0.497	0.443	-0.694	-1.68	-1.63	2.12	2.88	-0.494	-1.19
"RAP2B"	"P61225"	0.65205752848588	5.86793863340503e-09	1.66912189413753e-08	6.2522198161994e-08	5.01631548448851e-09	2.16133658535116e-09	5.98368825568787e-09	0.658197794151199	1.84941296584528e-07	1.39280499747734e-08	6.70981533018738e-15	1.32145508682312e-14	1.42309873947309e-15	2.70242616410621e-15	0.287671627074012	0.905	0.000302	0.0073	0.0996	0.0846	0.0115	9.31e-06	0.903	0.341	0.11	0.00241	0.00217	0.00558	0.000797	0.853	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.184	3.43	3.25	-3.02	-3.46	3.61	3.43	0.18	-2.84	-3.28	6.45	6.27	6.89	6.71	0.438	-3.43	-3.24	0.00288	0.183	3.02	3.46
"RAP2C"	"Q9Y3L5"	0.522193586259546	9.24081914237301e-13	3.05594629258405e-13	1.99836356343667e-10	7.80335918409091e-12	2.60090341911766e-15	1.05056379311046e-15	0.000924031135904438	2.01531155239028e-13	1.47620200498752e-14	0.00864199967576977	0.00175051182844425	0.246383701173442	0.0780798448104254	0.109810319409747	0.895	1.08e-09	9.3e-08	0.00623	0.00361	5.52e-09	3.85e-14	0.169	0.00173	1.11e-05	0.872	0.78	0.928	0.925	0.769	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.277	5.51	5.79	4.3	5	7.11	7.38	1.6	5.89	6.6	1.21	1.49	0.506	0.783	-0.707	-2.34	-2.62	3.17	4.76	-1.13	-1.84
"REEP4"	"Q9H6H4"	0.328780001551864	2.88404905214411e-06	2.35090324161295e-07	0.00353888255700591	0.000798935863784626	9.25625387359143e-06	7.21920691176281e-07	0.655950938847362	0.0011366481440077	0.000247554117047776	1.37805344689443e-09	1.68569122827921e-10	3.92279156138813e-10	5.16553110927162e-11	0.56163695752961	0.871	0.0342	0.0329	0.797	0.737	0.265	0.00225	0.903	0.816	0.784	0.233	0.112	0.296	0.0975	0.896	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.415	2.48	2.89	-1.34	-1.58	2.29	2.71	-0.188	-1.52	-1.77	3.82	4.23	4.06	4.48	0.245	-2.04	-2.45	0.44	0.253	1.78	2.02
"REEP5"	"Q00765"	0.0193186503253642	3.14992936055671e-15	1.42205231371302e-13	6.04341130425369e-09	9.93273083570286e-09	2.08952251038228e-14	1.24097011744039e-12	0.211748682157894	3.71225220906557e-10	5.88189719889091e-10	1.3335542991135e-19	1.78240114460938e-18	1.65668604863771e-19	2.263544956901e-18	0.82901054209615	0.638	4.87e-14	2.69e-08	0.0385	0.106	1.64e-07	5.93e-13	0.825	0.0713	0.0321	3.5e-08	9.59e-07	3.86e-06	1e-06	0.917	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.58	3.84	3.26	-1.97	-1.92	3.54	2.96	-0.298	-2.27	-2.22	5.81	5.23	5.76	5.18	-0.0507	-3.26	-2.68	0.583	0.286	2.56	2.51
"RER1"	"O15258"	0.00377085365718592	5.64174423796664e-06	0.0187738984709188	1.13309578229799e-05	1.40814997458483e-05	2.90843929923218e-06	0.0103777553877483	0.79936232070307	2.21778510940789e-05	2.75886957580085e-05	2.50388913990246e-11	2.21190563915071e-08	2.94198403733194e-11	2.68829423290946e-08	0.934298162770853	0.447	0.0488	0.757	0.394	0.49	0.201	0.513	0.913	0.648	0.664	0.0904	0.302	0.194	0.402	0.923	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.68	1.21	0.535	-1.16	-1.14	1.27	0.59	0.0548	-1.1	-1.08	2.37	1.69	2.35	1.68	-0.0178	-1.32	-0.636	-0.1	-0.0455	1.06	1.04
"RHEB"	"Q15382"	0.12023607522844	7.94761670888669e-16	7.74883892888201e-15	7.56305649947274e-14	9.52599078593306e-15	1.31778520683232e-17	9.30123969918614e-17	0.00324428875115063	6.4523637525796e-16	1.10942616743825e-16	0.00473820391825954	0.149817961581413	0.0926449732800733	0.890192736148318	0.190335203179801	0.808	4.87e-14	9.14e-11	5.48e-06	1.29e-05	8.33e-14	3.85e-14	0.286	8.28e-06	6.75e-09	0.862	0.875	0.918	0.951	0.821	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.501	5.46	4.96	4.5	4.92	6.48	5.97	1.01	5.51	5.93	0.965	0.463	0.545	0.0435	-0.42	-2.33	-1.82	3.14	4.15	-1.36	-1.78
"RHOA"	"P61586"	0.579267794474606	2.62397500413618e-08	1.000656027609e-07	5.60920203756765e-10	9.71553132805209e-11	1.49392280186168e-10	4.79171798477466e-10	0.0262637562364466	1.19858347664413e-07	1.59912566675827e-08	8.75879741295529e-16	1.90647730751378e-15	2.81416379444044e-16	5.93651679208755e-16	0.404102596007172	0.9	0.00118	0.0213	0.0105	0.0159	0.00217	2.04e-07	0.572	0.315	0.115	0.00067	0.00064	0.00249	0.000305	0.877	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.186	2.61	2.42	-3.18	-3.46	3.39	3.2	0.782	-2.39	-2.68	5.78	5.6	6.06	5.88	0.281	-3	-2.82	-0.398	0.383	2.78	3.06
